uid,domain,file_path,var_name,fs_out,BPFO_main_e,BPFO_sb_fr_e,BPFI_main_e,BPFI_sb_fr_e,BSF_main_e,BSF_sb_fr_e,FTF_main_e,BPFI_sbfr_ratio,BPFO_sbfr_ratio,BSF_sbftf_ratio,label,sensor,load_hp,rpm,BPFO,BPFI,BSF,FTF,fr_hz,fault_size_in,bearing_type
B007_0:X118_BA_time:00010,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,50.78565140182754,239.15924742607265,62.62097208499628,341.4589714072106,16.596147830958127,,0.0,5.452789377714287,4.709189324634052,15.263679439165381,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00011,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,48.017035829382024,191.085260501966,41.74563580966267,332.7353187556134,10.211780826407395,,0.0,7.970541406356941,3.9795305395556992,21.223139676630062,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00012,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,33.956125730629424,190.66324213860344,47.32296107581013,273.539316807458,20.13690090957528,,0.0,5.780266293338139,5.614988107038949,11.75470046237395,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00013,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,35.460522419185985,151.46536372752257,51.01262274192225,273.8310085020885,9.683998436268169,,0.0,5.367906878409797,4.271379928840866,19.452028798403784,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00014,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,32.48124857130787,131.8327019632927,52.387352683226595,238.34161515163927,23.590334151948372,,0.0,4.549602202516937,4.058732584551764,8.489173398221434,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00015,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,44.06692296916637,159.15355423661723,73.16854199481261,236.12964443913634,8.210559610744387,,0.0,3.227201718135604,3.611633023435219,24.280307039673193,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00016,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,39.90361882406353,195.08594745150128,87.20160208862892,324.14807841589845,15.32676435304684,,0.0,3.7172261822259265,4.888928703725899,15.481604175293072,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00017,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,21.181689987620732,215.92816002834167,70.7226616735551,336.9222724153197,21.117007800875392,,0.0,4.763993102670555,10.19409500160455,9.015602255173544,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00018,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,36.42611120254585,229.38484604904724,55.7273314457706,305.0522808290707,17.273087477672437,,0.0,5.474015584721175,6.297264200769677,11.449296748603714,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00019,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,18.323855863572682,209.09008919127643,61.763662779021274,314.10911001927826,16.56135450923536,,0.0,5.085661955365267,11.410812808615338,9.530787656128638,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00020,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,47.43827949627639,216.126386233519,66.1121904355546,292.82163452534746,27.453732983299837,,0.0,4.429162497811756,4.555949088551654,7.961976244499944,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00021,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,32.891852119738445,166.3217022553425,50.28032049061637,299.16327290156994,14.719574891379436,,0.0,5.949907836355213,5.056623191964694,12.952336547660437,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00022,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,61.944840136361485,151.6399437155119,31.175357524888355,323.38453251013686,11.772813074403645,,0.0,10.373081760232195,2.4479834540165286,20.534546883409075,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00023,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,37.72266975470737,179.4119976150924,28.866077193756425,329.72900052205586,18.059499353847176,,0.0,11.42271595509259,4.75607900452761,11.262504327736501,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00024,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,59.74850560351413,158.3765090994184,40.59625976178393,325.2054337631926,11.50790420251976,,0.0,8.010724033974455,2.650719168616385,17.89997336546773,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00025,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,38.94477429086488,176.65560648108954,59.93255745651036,320.93981726453427,12.720968904428602,,0.0,5.3550162196469255,4.536054186929181,15.857340688223276,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00026,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,42.829136530551345,197.9906420646234,47.01627678648309,318.22781523257,20.761080157961068,,0.0,6.768460562663241,4.622802561601739,10.319019999231427,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00027,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,45.509822762602944,176.18825756324637,85.78333475273165,247.4461948210766,10.092578942199346,,0.0,2.8845485610268495,3.8714336129655638,24.64640690544575,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00028,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,38.5134635390723,202.760959424225,74.59314211506893,301.22492066470005,30.061064630505193,,0.0,4.038238799486744,5.264677356751411,6.555972886521375,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00029,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,30.250331237009764,212.40835225258877,67.39648395178551,302.8746283768783,11.95121882788751,,0.0,4.493923282311738,7.021686823472458,17.70767505748089,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_BA_time:00030,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_BA_time,32000,31.212246487644705,195.75998993561274,67.64231289816608,326.6861354386883,21.930001421350863,,0.0,4.829612138344628,6.27189683424754,9.463799543464006,B,BA,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00000,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,260.61310220845434,2049.6290745283827,614.6322002872122,3063.935156032938,210.104878622677,,0.0,4.984989648445343,7.864643247632898,6.297805125181143,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00001,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,216.77264632612543,1763.001619492778,377.42460643683023,2630.03684880824,112.91663220743854,,0.0,6.968376740556874,8.132952424451263,11.7181134573735,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00002,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,267.5844902250582,1609.453244815933,488.26796030585,2403.5548370352285,174.59943067543148,,0.0,4.922614286486557,6.014747878183316,6.081138308186402,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00003,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,177.09648360345037,1683.9966589088003,444.86658093330504,2668.4053168751198,212.87958548162544,,0.0,5.998214815949887,9.508922055615514,5.710206372168193,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00004,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,158.52873512007392,1405.3597130171718,236.7600090766537,2275.2463857278717,125.4462049324932,,0.0,9.609926923897167,8.865015619740577,9.787276348811464,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00005,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,276.52420478516325,1462.3513069952216,569.968474303085,2474.986734589955,148.1239346328315,,0.0,4.34232215670557,5.288330213737887,8.160992888715915,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00006,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,269.0840294575461,1764.309132403088,483.96675840516014,3019.4742725929586,217.81771153215033,,0.0,6.239011709281818,6.556721838749803,5.234058067790087,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00007,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,320.2960682350524,1542.14235764317,709.2651760134277,2508.8486483026004,125.61086314146368,,0.0,3.537250570236799,4.814740206275195,11.586515690525005,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00008,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,548.4799540230513,1231.7323920627841,458.6683750595295,2568.995045987431,108.22190395562296,,0.0,5.60098577900429,2.2457199812466024,13.736119616272557,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00009,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,169.9312626676913,1456.990904552851,559.051539629658,2318.7564112986393,225.78936523701304,,0.0,4.147661256482171,8.574001520850617,5.091091613445653,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00010,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,441.86533080146637,1305.384042952571,513.0182881464501,2064.7630317992953,160.30946750704194,,0.0,4.024735724840032,2.954257670736088,9.160315005955217,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00011,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,402.01731213448153,1066.7699984538317,378.982548099582,2264.2191405039403,168.08027966406723,,0.0,5.974468090570205,2.6535424377370576,7.961842781222286,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00012,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,186.93300163969303,1519.7781634939734,410.56221213864603,2383.078235778509,108.24163427425768,,0.0,5.804426626027991,8.130068795574651,10.30000460085566,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00013,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,360.2846313478625,1459.777565714342,527.4154468185865,2532.491809581171,128.92875012274862,,0.0,4.801702007131893,4.051734208737024,9.350196538964626,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00014,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,329.7193092295694,1822.1962023822234,584.9550032300814,2554.6865536345963,73.43209077731603,,0.0,4.36732148546092,5.526507400006429,18.433968013668704,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00015,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,355.3380681079146,1423.0343374257309,369.23149311772033,2596.3585909997087,168.30205876586956,,0.0,7.031790731274171,4.004733703323793,8.453861393512412,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00016,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,397.32985246684996,1615.529398313177,589.2017061269769,2629.404851741353,235.56673207443635,,0.0,4.462656547662302,4.065965313915002,6.233388639755152,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00017,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,255.97849984500385,1583.2337792219469,507.3340345404396,2654.134956374903,146.55731948115118,,0.0,5.2315334191586595,6.18502639940699,8.322487277693611,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00018,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,405.1041172290603,1476.298858895679,474.9930827300017,2256.5712758194145,153.86765365158712,,0.0,4.750745553703374,3.644245506546967,7.483228989160054,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00019,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,177.20925754708972,1558.6397352463437,536.3780116013274,2675.1197229341296,110.28638850105631,,0.0,4.987377679684715,8.795475794102726,8.664011303268108,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00020,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,304.0394444387721,1565.2483576588997,494.9685737750839,2421.6892692507354,247.18552740972802,,0.0,4.892612172891531,5.148175298597192,4.900908870468687,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00021,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,181.32153049165223,1844.053040456743,653.9734084614049,2610.5974889753643,191.0317804071044,,0.0,3.9919015898785313,10.170072111439852,6.134853540342421,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00022,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,257.64337739691797,1440.9887480579466,410.4384778511843,3103.9509235958335,227.78707167064005,,0.0,7.5625242054456105,5.592958618291984,4.409377824116507,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00023,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,331.16254524851627,1225.248069640707,503.91485747386287,2464.319336360989,238.39882896197543,,0.0,4.890348636900051,3.699838907571014,4.429580993270782,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00024,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,234.2447118731261,1357.5311342991934,342.04411496044713,2886.8665155426875,207.78809699382236,,0.0,8.440041472067179,5.7953544540825,5.351150571248207,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00025,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,522.3647292311307,1212.3575352111445,434.0365045416206,2452.5708627555528,342.353904945086,,0.0,5.6506096540098065,2.3209023645138047,5.045855004255952,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00026,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,189.91962929946516,1746.150318564163,446.90471851322127,2708.9732794562724,199.8799491189345,,0.0,6.06163499116452,9.19415399558744,5.7646733901708656,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00027,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,446.23098083494784,1430.37962934182,488.8823799683612,2705.511880681123,238.81781066575925,,0.0,5.53407525314415,3.2054691197491945,6.1669164881243725,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00028,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,351.9065480248348,1396.9995946348054,233.6606291750839,2860.550896408912,189.920380537688,,0.0,12.242331566545072,3.9698027856424427,6.237145511790406,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00029,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,403.22382321139844,1295.1798843280458,453.5736821690806,2654.017558623909,225.59817398227466,,0.0,5.851348221818918,3.212061911453632,5.104746558303792,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_DE_time:00030,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_DE_time,32000,292.18097927764427,1806.859560365378,495.157250968028,2741.201116001041,212.70251652610727,,0.0,5.5360213561288205,6.184042386443007,6.68794078504534,B,DE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_FE_time:00000,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_FE_time,32000,62.90145686301166,572.4241463501037,161.50696600644028,718.0909820291561,29.61111068731218,,0.0,4.446192011312511,9.10033208923512,10.333725613422795,B,FE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_FE_time:00001,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_FE_time,32000,73.69434890983793,532.1291518200791,219.0656208486301,750.6736319648528,19.279055607322665,,0.0,3.426706705766274,7.220759253482485,21.82389182932668,B,FE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_FE_time:00002,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_FE_time,32000,112.27462190489467,675.8569189182274,277.3152865528787,741.7473390008228,58.326343656841956,,0.0,2.674743784307706,6.019676641536417,7.3152875303517995,B,FE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_FE_time:00003,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_FE_time,32000,55.373806594635425,527.0557848139654,209.62210032777324,843.1419537522096,67.41971219425952,,0.0,4.022199722423543,9.51814255198822,5.905907191029556,B,FE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_FE_time:00004,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_FE_time,32000,95.26983531476135,678.9352885489084,232.09946443269945,1013.0374434058255,38.570085057445226,,0.0,4.364669457044655,7.12644549353716,11.006224352309767,B,FE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_FE_time:00005,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_FE_time,32000,61.70329187173952,625.2149889155613,252.73371695193333,881.0763126223494,33.33855422874753,,0.0,3.486184286166767,10.13260346328319,9.109383208532726,B,FE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_FE_time:00006,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_FE_time,32000,74.50871918453834,854.8840565604589,254.0165085010251,936.8930679022484,41.94500490366229,,0.0,3.6883156666900945,11.473610953412551,9.626705295576484,B,FE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_FE_time:00007,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_FE_time,32000,30.11131877699139,689.2666387059583,308.53287936684114,834.5007115927895,40.653624538083164,,0.0,2.7047383517287313,22.890616110531816,8.771669464966017,B,FE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
B007_0:X118_FE_time:00008,source,/Users/hanibote/Desktop/Modeling/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,X118_FE_time,32000,59.2251631557548,781.4414247814306,332.6773251544008,907.0091083308876,38.73164108115304,,0.0,2.7263929331821166,13.194415737215227,10.320391677337584,B,FE,0.0,1796,107.304,162.096,70.545,11.923,29.933,0.007,DE
